Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Yield_tons_per_hectare,Soil_Type_Chalky,Soil_Type_Clay,Soil_Type_Loam,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silt,Weather_Condition_Cloudy,Weather_Condition_Rainy,Weather_Condition_Sunny
213.4348345057893,32.5156708369579,1,0,4.045246607217173,False,False,False,False,True,False,True,False,False
734.8122654494944,30.58629254835861,1,1,7.421990134249962,False,False,False,False,False,True,False,True,False
886.0713847837424,20.11181040317964,1,1,8.377060791011589,False,False,True,False,False,False,False,False,True
340.4314272412204,22.63754916610625,0,1,3.193839566719903,False,True,False,False,False,False,False,True,False
267.77623335399005,35.35602517806855,1,0,4.258544348263992,False,False,True,False,False,False,False,True,False
973.3007457292084,26.995838655277,0,0,5.463682193294519,True,False,False,False,False,False,False,True,False
333.08551383726234,26.93211743636769,1,0,3.583369835888395,False,False,False,False,False,True,False,True,False
168.90638425556065,22.46600698994912,1,1,3.5773411787676093,False,False,True,False,False,False,True,False,False
266.3973892216364,32.27190596865317,0,1,2.786432297283834,False,False,False,True,False,False,True,False,False
715.0730684373444,30.59211560320237,0,1,5.675174632556238,False,True,False,False,False,False,False,True,False
522.3551743523557,17.649499004257336,0,0,2.5694725891804646,False,False,False,True,False,False,False,False,True
241.29639943100423,16.33817850131892,1,0,2.805335962666448,False,False,True,False,False,False,False,True,False
929.3601367131912,17.364499957819223,1,1,7.173211564385613,False,True,False,False,False,False,True,False,False
775.0856150492017,28.23140142188465,0,1,5.969115273178667,True,False,False,False,False,False,False,False,True
534.7714327702154,16.548763863732162,0,0,2.973015063636044,True,False,False,False,False,False,False,True,False
414.1837300677229,17.699103779647118,1,0,4.846242837753106,True,False,False,False,False,False,False,True,False
650.0356366038153,23.44194494879656,0,0,3.914218905292631,False,False,False,True,False,False,False,True,False
726.330756803748,26.885034706873085,0,0,4.471311723724008,False,False,False,False,False,True,True,False,False
742.1735533353179,26.764412381399424,1,1,7.143286052121297,False,True,False,False,False,False,False,False,True
792.8163353935325,32.701245938697184,1,0,5.410574029108124,False,False,False,False,False,True,False,True,False
985.179643411165,28.267306068387995,0,0,5.10266668663694,False,True,False,False,False,False,True,False,False
594.6447556559326,36.49317272489073,0,1,5.581241549876567,False,False,True,False,False,False,False,False,True
296.625489122344,28.83285607926935,0,0,1.670685609857268,False,False,False,False,True,False,False,True,False
801.8107519733644,19.17612341233808,1,0,6.755895192545329,False,False,False,True,False,False,False,True,False
259.1654113830982,19.66993770572448,1,0,2.7726983471230886,False,False,False,False,True,False,False,False,True
970.9340708824136,37.63538344563422,0,0,5.760563741842105,False,False,False,False,True,False,True,False,False
325.24273337909005,27.94789916926546,0,1,2.990195872209211,False,False,False,True,False,False,False,False,True
809.8651682399709,15.660406220481477,0,0,3.627548333149513,False,False,True,False,False,False,False,False,True
947.2237990789343,37.910061252170834,1,0,7.123806631064474,True,False,False,False,False,False,False,True,False
816.9698515220205,15.056699473510513,0,1,5.611591570815936,False,False,False,False,False,True,False,True,False
239.6336882408728,36.84236628188506,1,0,3.64010681270016,False,True,False,False,False,False,False,False,True
168.26007890155444,18.04179108101124,1,0,2.699594723365268,False,False,False,False,True,False,False,True,False
492.2545948179138,35.715451996469035,0,0,3.062682955099842,True,False,False,False,False,False,True,False,False
551.0660202688227,29.81021693788349,1,1,6.290379317248501,False,False,False,True,False,False,True,False,False
167.23020049114737,32.643785233923595,0,0,2.078322059710482,False,False,True,False,False,False,False,False,True
241.72962427818828,28.89205986206605,0,0,1.8766956619988096,False,False,False,False,True,False,True,False,False
291.60245823250307,31.495279314475063,1,1,4.698837299105742,False,False,True,False,False,False,False,False,True
501.7694143098289,17.07266952554964,1,1,5.007489985939914,False,False,False,True,False,False,False,True,False
349.7635675446173,23.32763394265316,1,1,5.510009171221231,False,False,True,False,False,False,True,False,False
112.6229970982796,25.24327752558646,0,1,1.0868133388929968,False,False,False,False,True,False,True,False,False
120.03630853307877,31.442248693943917,1,0,3.379458658171161,True,False,False,False,False,False,True,False,False
191.40441376160143,34.62285469439418,0,0,0.9281497545519062,False,True,False,False,False,False,False,False,True
263.842425520333,20.0273826868444,0,1,2.3604339071275837,False,False,False,False,False,True,False,True,False
782.1405065859524,24.634797432444916,1,1,7.65798397679156,False,False,False,True,False,False,False,False,True
946.8575477112248,19.25237937901872,0,0,4.6666227061291,False,False,True,False,False,False,False,False,True
919.6922532541186,17.245576222242317,1,0,5.54533877885724,False,False,False,False,True,False,True,False,False
103.00872740117362,22.65633221167668,0,1,2.475134235569485,False,False,False,False,False,True,False,True,False
101.95509284303328,24.46905126471281,0,0,1.935627064289448,False,True,False,False,False,False,True,False,False
248.1967204813695,26.33415309416842,1,1,3.488221567229531,False,False,False,False,False,True,True,False,False
738.9671895268109,39.794187835665504,0,1,5.086690925515724,True,False,False,False,False,False,True,False,False
359.2288484981816,39.20674248160305,1,0,4.51289443898437,False,False,False,True,False,False,False,True,False
479.33898143900296,16.4161836694917,1,1,5.514700481759048,True,False,False,False,False,False,False,True,False
318.6310997291654,23.277493204849517,1,0,2.858914058238814,False,False,False,False,False,True,False,True,False
528.4412339320228,16.87653052333901,0,0,2.9762742896298007,False,False,False,False,True,False,False,True,False
842.4244271505098,30.28712625829613,1,1,7.650070101510633,False,False,False,False,False,True,True,False,False
265.50679731963504,34.12489070142659,0,0,3.1982048473887192,True,False,False,False,False,False,True,False,False
485.7373160249825,35.10810073170707,0,0,3.122643299538905,False,False,True,False,False,False,True,False,False
306.80272773497256,29.988622274732727,0,0,2.311814538437491,False,False,True,False,False,False,False,False,True
434.4600969553493,22.727346606951524,0,1,3.517806359145266,False,False,True,False,False,False,False,False,True
245.47067084287116,29.769757138357697,0,0,0.727020957744049,False,False,False,True,False,False,False,False,True
888.5638879672416,16.77657595003616,1,1,7.334468402939383,False,False,True,False,False,False,True,False,False
647.7001617513458,26.027339974478195,0,1,3.686596428405757,False,False,True,False,False,False,False,False,True
692.5958082299805,30.24153050103149,0,1,5.157926821573088,False,False,False,False,True,False,False,True,False
365.81131167855375,19.719449944545083,1,0,3.171683108434017,False,True,False,False,False,False,False,False,True
960.0659354865312,33.434356725655306,1,0,6.539893351287824,False,False,False,False,True,False,False,False,True
689.5120399282983,39.57165124742978,0,0,4.724734629966271,False,False,False,False,True,False,False,True,False
811.5605934859591,33.54704750500122,0,0,5.03996895313937,False,True,False,False,False,False,True,False,False
972.9505320992886,22.403715423244485,0,1,5.6281191826191925,True,False,False,False,False,False,False,True,False
383.5865591178798,16.77342530383667,1,1,5.425455339369002,False,True,False,False,False,False,True,False,False
363.41097459649234,37.99582073826736,0,0,1.9278569132165424,False,False,True,False,False,False,True,False,False
913.3733132130612,36.30948218172863,0,1,7.161546003486548,False,False,False,True,False,False,True,False,False
406.6771566116135,26.436022940018372,0,1,2.7837147717655584,False,False,False,True,False,False,True,False,False
340.45718987669,18.62328723537452,0,1,3.0491591317715576,False,False,False,True,False,False,False,False,True
161.88776124554346,30.643855503996903,0,1,2.0001992396790005,False,False,False,True,False,False,False,True,False
158.9057544992182,37.84897483012759,0,0,1.4035750593875087,False,True,False,False,False,False,True,False,False
951.3603832509706,16.495496674575413,1,1,8.236427841425643,False,False,False,True,False,False,True,False,False
970.443077337036,20.38762121027889,1,1,8.374638232198167,False,False,False,True,False,False,False,False,True
979.0588439968882,35.64908047157349,1,0,6.748022914074082,False,False,False,False,False,True,False,False,True
804.1809834917028,30.209746632108736,1,0,5.7707795179018335,False,False,False,False,False,True,False,False,True
123.04746850494664,23.07663480289185,0,0,0.8992534709468403,False,False,False,False,True,False,False,False,True
529.6385795817247,18.82134312475065,0,1,4.07763498506784,False,False,False,False,True,False,False,False,True
661.8834235410354,16.53949673428013,1,1,5.8821683719767455,False,False,False,False,False,True,True,False,False
313.011193071638,25.49256703042377,0,1,3.5317018229445574,False,False,False,False,True,False,True,False,False
907.2035591027422,21.991363913704525,0,1,6.261450465881745,False,False,True,False,False,False,False,True,False
414.794649926297,18.791156811475723,1,0,4.368804376046755,False,False,False,True,False,False,False,False,True
517.5316683724329,29.01628568473613,0,1,5.00771137482238,False,False,True,False,False,False,False,True,False
358.7619539637115,34.299470684039086,0,0,2.486964067267098,True,False,False,False,False,False,False,False,True
618.3516120211715,31.80363835794106,1,0,5.248159842812854,False,False,False,False,True,False,False,True,False
336.2603615149843,29.931416242281315,0,0,2.345596108469844,False,False,False,False,True,False,False,True,False
518.3929341724488,32.65096801350443,1,0,5.124394518805068,False,False,False,False,True,False,False,False,True
866.8023007831359,30.34181074552288,1,1,8.73666794593345,False,True,False,False,False,False,False,True,False
341.52081125327675,20.02293413494312,1,1,5.440168158681957,False,False,True,False,False,False,True,False,False
430.8711319643178,20.86318799740453,0,0,1.9805258209683467,True,False,False,False,False,False,True,False,False
997.26207922937,27.55402989127509,1,1,8.054263051775514,False,False,False,False,False,True,True,False,False
342.7487804568914,36.90958918072096,1,1,5.282950207899545,False,True,False,False,False,False,True,False,False
464.7500491756756,35.146849251099155,0,0,3.297710795302374,False,False,False,True,False,False,True,False,False
693.1104913998491,27.546515689731045,1,1,6.621535532513306,False,False,False,False,True,False,True,False,False
729.3825721452231,38.940373518232505,1,0,5.968050067196646,False,False,False,True,False,False,False,False,True
259.50082968311915,30.615887047333416,0,0,1.4741826875160835,False,False,False,False,True,False,True,False,False
240.1299808830304,17.721241200531377,0,0,2.180325285962227,True,False,False,False,False,False,False,False,True
370.2216748410931,19.50653138726256,0,1,4.246940339589494,True,False,False,False,False,False,True,False,False
497.9479493511771,34.47760017704054,0,0,3.0814033026462475,True,False,False,False,False,False,True,False,False
216.58217106747,28.59459148333732,0,1,2.6308432512728688,False,False,False,False,True,False,False,False,True
388.358249709979,25.66287177156027,1,1,5.0528027782394345,False,False,False,True,False,False,False,False,True
162.3759076835358,18.00997109541563,0,1,2.074589659216641,False,False,True,False,False,False,False,False,True
612.1550990058087,21.821465346711367,1,1,5.453972442619693,False,False,False,False,True,False,True,False,False
679.9224064223895,26.50123805767592,1,0,5.758295868712017,False,True,False,False,False,False,False,True,False
650.4139592105578,29.03057043979198,0,0,3.853069999714428,False,False,True,False,False,False,False,False,True
986.4776024108908,28.64902274400556,0,0,6.3332702871937,True,False,False,False,False,False,False,False,True
187.0219023128049,35.64654453444657,0,0,1.657077821662919,False,True,False,False,False,False,False,True,False
909.6588349351324,27.214372381244708,0,0,5.041149274213539,False,False,False,True,False,False,True,False,False
795.2142729664062,27.534045299003783,0,1,5.228774915485167,False,False,True,False,False,False,True,False,False
930.0282024573452,27.10979882032452,0,0,4.59878583946618,True,False,False,False,False,False,True,False,False
482.9761874414508,24.03758315064731,1,0,4.147123302517846,False,False,False,True,False,False,False,False,True
697.9594621489224,38.385941220552255,1,0,5.922392533061336,False,False,False,False,False,True,False,True,False
815.5908867520013,32.43546664428843,0,1,6.46994141773421,False,False,False,True,False,False,False,False,True
999.899816501781,15.401164854700092,0,0,4.857048737001844,False,False,False,False,False,True,False,True,False
215.35042890033824,21.26623174749609,0,0,1.4527525077129904,True,False,False,False,False,False,False,True,False
909.3534364005768,33.720380506436854,0,0,4.871188996750649,False,False,False,False,False,True,False,True,False
867.2359150284811,38.52143346158937,0,1,5.724906956644611,False,False,False,False,True,False,False,False,True
414.735104352888,23.750456956401397,1,1,4.4139436310695945,False,True,False,False,False,False,True,False,False
933.7751585121416,35.19810332246412,1,0,7.741330424923849,False,False,False,False,True,False,False,True,False
871.5493482801542,38.568789971469,0,0,5.130112865162765,True,False,False,False,False,False,True,False,False
692.4375970666167,25.79534761998785,0,0,3.5753156786505365,False,True,False,False,False,False,True,False,False
378.6646017451235,27.26132010578157,1,1,5.345975066937628,False,True,False,False,False,False,True,False,False
614.0524616376586,34.83506987835667,0,1,5.587718118951411,False,True,False,False,False,False,True,False,False
948.5161787568874,29.63677866633658,0,1,6.568671902526215,False,False,False,False,True,False,False,True,False
661.2246845975619,27.20396470086004,1,1,6.599857545324326,False,True,False,False,False,False,True,False,False
237.8667408351864,19.338573557460144,0,0,2.221748895290946,False,False,True,False,False,False,True,False,False
562.7544332790262,25.30907829017069,0,0,3.655180845431842,True,False,False,False,False,False,False,True,False
655.0908685969208,31.820637541006004,0,1,5.216263734968642,True,False,False,False,False,False,False,True,False
129.4720951054024,33.77078040650613,0,1,1.4473516815641525,False,True,False,False,False,False,False,False,True
828.2107598563405,36.38059386685429,0,0,5.5038537226787145,True,False,False,False,False,False,False,True,False
581.5835919326332,30.788690281697324,1,0,5.398638989784608,False,False,False,False,False,True,False,False,True
930.2523419402476,21.282274586494864,1,0,6.25737000582475,False,False,True,False,False,False,False,False,True
771.420629422081,35.36763631457769,0,0,4.936392373170948,False,True,False,False,False,False,False,True,False
608.8148521554215,37.27464187260104,1,1,6.928700118109755,False,False,True,False,False,False,False,False,True
222.2688250569808,22.54341667292345,1,0,2.1529326315363417,False,False,False,True,False,False,False,False,True
341.2065868967184,26.101628806975736,1,0,4.120483489751655,False,True,False,False,False,False,False,False,True
939.8166634185678,22.388282638407603,0,0,5.078234465573645,False,False,False,False,True,False,True,False,False
924.1785915447538,16.893045876786562,0,0,5.033095312728794,False,True,False,False,False,False,False,True,False
568.0385825454587,38.63475649984137,0,0,3.1309018290320965,False,True,False,False,False,False,False,True,False
269.9076540807011,33.63175424293868,0,1,3.213048492310528,True,False,False,False,False,False,False,False,True
694.661060709033,29.21960324821004,1,0,5.191602269363185,False,True,False,False,False,False,True,False,False
338.0905357125166,35.708501286006864,1,0,4.33994554830272,False,False,False,True,False,False,True,False,False
560.9078043503279,31.10005972072471,0,1,4.681087413378558,False,False,False,False,True,False,False,True,False
533.2656981577143,32.972036148914825,1,1,6.047227893478727,False,False,False,False,True,False,False,True,False
197.306924029968,25.67247809709184,1,0,2.5682349565262146,False,False,False,True,False,False,False,True,False
817.6207517680899,38.82484945377514,0,1,5.59981953722409,False,False,False,True,False,False,False,False,True
663.1285517819161,19.519021638585222,0,0,3.3822157148317835,False,False,False,False,False,True,False,False,True
911.8757243627032,30.034537725382584,0,1,6.922592329355895,False,False,False,False,True,False,True,False,False
472.6205739500806,27.057485411023457,0,0,3.041103766702594,False,False,True,False,False,False,False,False,True
373.2721551113804,29.750801609398994,1,1,5.982043180510821,False,False,True,False,False,False,True,False,False
778.7763314831482,20.19275255997554,1,0,5.388074124312475,False,False,False,True,False,False,True,False,False
387.230075380945,36.020684597133354,0,0,2.406040822948513,True,False,False,False,False,False,True,False,False
491.56339163968846,27.98053179802456,0,1,4.754913629401963,False,False,False,False,True,False,False,True,False
299.0334630515326,15.53105560561631,1,0,3.6082209811923134,False,True,False,False,False,False,False,False,True
692.3600668282654,22.834804910758105,0,0,3.286558053719072,False,False,False,False,False,True,True,False,False
475.79064461331245,32.983903728838264,1,0,5.013702552223025,False,False,False,False,True,False,True,False,False
927.136566169672,25.79189958296526,0,0,4.867341507695121,True,False,False,False,False,False,True,False,False
595.8040687699832,26.15293248251407,1,0,5.011670475657276,False,False,False,False,True,False,False,False,True
549.6255676230872,17.55862354734061,0,0,2.5214616428254515,False,False,True,False,False,False,False,False,True
939.9369994254664,25.203431750231672,1,1,7.774580649630703,True,False,False,False,False,False,True,False,False
536.8449391843891,26.54537321445432,0,0,3.1876025603362703,False,True,False,False,False,False,True,False,False
759.654485450994,31.194675072934803,0,1,6.354816248313227,False,False,False,False,True,False,True,False,False
828.062908119725,33.852106551006976,1,1,6.787174165030496,False,False,False,False,False,True,True,False,False
965.4626121073876,39.65640095086087,1,0,7.503062668806352,False,False,False,True,False,False,True,False,False
874.2170504227678,38.44014690947628,0,1,7.383436286955099,False,False,False,False,True,False,False,True,False
669.8794763881618,29.97840293800308,1,1,6.721173158132791,False,False,True,False,False,False,False,True,False
599.5817789015059,28.15649911280609,1,1,6.253554615151573,False,False,True,False,False,False,False,False,True
343.02437614009125,17.982210586693306,1,0,3.6516354695274704,False,False,False,True,False,False,True,False,False
417.6823443592352,29.771770112779706,0,0,3.148212444434769,False,False,False,False,True,False,False,False,True
981.9026996585146,29.237383107126053,1,0,6.246179974016791,False,False,False,False,False,True,False,False,True
866.402627596221,19.22479405066872,0,1,5.665870243646829,False,False,False,False,True,False,False,False,True
463.6470777431906,18.924665919953853,0,1,3.700330885483041,False,False,False,True,False,False,False,True,False
971.7431668931528,35.28335886728313,1,0,6.207512878516227,False,True,False,False,False,False,False,True,False
744.9007944515068,27.036528886749966,0,1,5.411683838351399,False,False,False,True,False,False,True,False,False
341.6796330349249,25.8286550635898,0,1,3.8472437045374823,False,True,False,False,False,False,True,False,False
499.23146927341935,16.49629674987852,0,0,2.761628976817758,False,False,True,False,False,False,False,False,True
307.2315499746487,38.465288939074014,0,0,2.8087699773450576,True,False,False,False,False,False,True,False,False
642.1713729997589,26.236285229410523,0,0,3.9271928167683865,False,False,True,False,False,False,False,True,False
161.40035063618595,21.520127176131,1,0,2.617767858605168,False,False,False,False,True,False,False,False,True
302.87617363800484,15.366278156854095,0,0,1.0593491172211265,True,False,False,False,False,False,True,False,False
587.2061346298892,17.90432124542283,1,1,6.729952921910109,False,False,False,False,True,False,True,False,False
180.5183415331137,17.63259758836193,1,1,4.78394409012052,False,False,False,True,False,False,False,True,False
978.5998252159025,31.858322736880165,1,1,8.545688875614152,False,True,False,False,False,False,False,False,True
987.4653245755454,35.680103230125965,1,1,8.051798379112729,False,False,False,False,False,True,True,False,False
771.0537023758321,23.558745359958884,1,1,7.359697503751933,False,False,False,False,False,True,False,True,False
598.8481387285791,34.89017116135234,1,1,6.945965879556249,False,True,False,False,False,False,False,True,False
130.01834059132676,17.346132671984147,0,1,2.5035584823397645,False,False,False,False,True,False,False,True,False
446.4472722585228,23.98168673251501,1,1,4.16572113588212,True,False,False,False,False,False,False,True,False
793.8615522743665,36.73085432740261,0,1,5.901313451701278,False,False,False,False,False,True,False,False,True
675.8412278016909,24.43807437702985,0,1,5.001067498011391,False,False,True,False,False,False,False,True,False
244.73992120437063,17.120461772665784,0,1,3.0059140859613884,False,False,False,True,False,False,True,False,False
419.0647374337476,24.061303164778863,1,0,4.691613780068987,False,False,False,False,True,False,False,False,True
747.6179067157352,24.55345912172796,1,1,7.454990267905928,True,False,False,False,False,False,False,False,True
373.75042773396297,19.373353122026263,0,0,2.459691766974524,False,False,False,False,True,False,True,False,False
215.1990156924541,27.30145123226161,1,1,4.319426201330539,False,False,False,False,False,True,True,False,False
632.554279947086,24.029514600469756,0,1,3.856100390385119,False,False,True,False,False,False,True,False,False
519.5931812098845,22.788034923431,1,1,5.232910304356725,False,False,True,False,False,False,False,True,False
180.32729096652832,29.28709480818277,1,1,3.9649184008911313,True,False,False,False,False,False,True,False,False
814.1745940804807,37.23573538747049,1,1,6.522029268934283,False,True,False,False,False,False,True,False,False
644.6197701406908,39.31232675777937,1,1,6.658317229039982,False,False,False,False,False,True,False,True,False
722.9231270922267,19.740945846031053,0,1,5.0185411904126696,False,False,False,False,False,True,True,False,False
284.70317362503283,37.20462075804568,1,0,3.3541045388956894,True,False,False,False,False,False,True,False,False
471.86000423507465,29.11599965783138,1,0,4.209377293336905,False,False,False,True,False,False,False,False,True
560.9563774969979,20.03469613930789,1,0,5.001532208475129,False,False,False,False,True,False,False,True,False
979.059345852699,20.35103111761362,1,1,8.245459007840685,False,False,False,False,True,False,False,False,True
653.393184852831,33.8516895414066,0,0,4.266226057621908,False,False,True,False,False,False,False,True,False
136.59276525068103,24.117711268167024,1,0,2.4067194053548966,False,True,False,False,False,False,False,False,True
606.5621183486414,16.013168985728182,0,1,4.221562044810464,True,False,False,False,False,False,False,True,False
183.203726453432,31.797237269398284,1,1,4.160465839384547,False,False,False,False,True,False,True,False,False
234.46595946528024,16.837143218515948,0,1,2.249440103409739,False,True,False,False,False,False,False,True,False
994.541533330084,30.66382632136596,1,1,8.241282046398986,False,False,False,True,False,False,False,True,False
143.12637926543292,19.61670862887873,0,0,1.4829957208217588,True,False,False,False,False,False,False,True,False
298.1267478989988,23.352974451209896,1,1,4.972290705724874,False,True,False,False,False,False,True,False,False
904.6600215546706,20.883757336250977,0,0,4.487462461508637,False,False,False,True,False,False,False,True,False
686.766721026846,22.83488064868114,1,0,5.810261409153979,False,False,False,True,False,False,False,True,False
296.1168353300876,28.01866005895752,0,1,2.533646647564014,False,False,False,False,True,False,True,False,False
398.8679837657122,32.893983821930455,1,1,6.464802114070627,False,False,False,False,True,False,True,False,False
743.9280436679718,19.678296500590857,0,1,5.504273134947652,False,False,True,False,False,False,False,True,False
765.4124102125861,25.77587285146889,0,1,5.951161914987441,False,False,False,False,False,True,False,True,False
978.7586267325725,19.955363220147312,1,1,7.4791805281472445,False,True,False,False,False,False,False,False,True
816.3702969730421,22.6345689814321,0,0,3.363092459857709,False,True,False,False,False,False,False,True,False
891.7921639062357,19.7719968022288,0,0,4.403862398555457,True,False,False,False,False,False,False,False,True
462.6651787296588,38.76849460844213,1,0,4.7047926466642025,False,False,False,True,False,False,False,False,True
764.5244550026335,17.813677469554186,0,1,6.039119427177815,False,False,False,True,False,False,True,False,False
686.6326665695259,23.17113721761074,0,0,4.172207589944968,False,False,False,False,False,True,False,True,False
889.4597451418178,16.96604212167839,1,0,6.007738627268967,False,False,True,False,False,False,False,True,False
827.4623618539911,36.603021774044,0,1,6.060466199513877,False,False,False,False,True,False,True,False,False
752.4038959374604,35.76386607676706,0,1,6.018831421290753,False,False,False,False,True,False,False,False,True
957.826571106659,33.820721544980415,0,0,6.129421501168433,False,False,False,False,True,False,True,False,False
331.6479915451037,31.51402990781085,1,1,4.658623636937123,True,False,False,False,False,False,False,False,True
927.1964857060088,30.072497965948923,1,0,5.709733031670622,False,False,True,False,False,False,False,False,True
759.2191308182734,19.907336934242227,1,1,6.424798363012941,True,False,False,False,False,False,True,False,False
786.4791811223412,38.66625771067774,1,1,7.972324314694041,True,False,False,False,False,False,False,True,False
592.5338535671921,30.23045395849075,1,0,5.144071022820979,False,False,True,False,False,False,False,True,False
836.3411096928553,29.46957243556082,0,0,4.608863548104772,False,False,False,False,False,True,False,False,True
326.75493182174534,20.08019274208629,1,1,6.036338704019499,True,False,False,False,False,False,False,True,False
811.6204439391324,35.386259856963264,1,1,7.406094875318726,False,False,False,False,False,True,False,True,False
452.2496276741936,28.008290373134383,1,1,5.480193485312139,False,False,False,False,False,True,False,False,True
381.179713653484,34.44748647946419,0,0,2.244438295714739,False,False,True,False,False,False,True,False,False
773.1772950011132,16.248187625178964,1,1,7.095953214636456,False,True,False,False,False,False,False,True,False
768.6060330301597,36.09774025084212,1,1,7.717632637849128,False,False,True,False,False,False,False,True,False
585.797529278979,32.014972095968744,0,1,5.054837694975951,False,False,True,False,False,False,False,False,True
864.8431991441474,25.65142307812625,0,1,5.672360420039697,True,False,False,False,False,False,False,True,False
552.0198525023723,26.16758882687961,1,0,4.981683223158906,True,False,False,False,False,False,False,True,False
578.433691910218,28.956913901508976,1,1,5.78120244476428,True,False,False,False,False,False,False,True,False
775.7431608603684,31.856235330385022,1,0,6.907719611776857,True,False,False,False,False,False,False,True,False
824.8014361542522,15.035918843539498,0,0,4.013459832990897,False,False,False,False,True,False,False,True,False
696.3172190907115,24.149823560163185,1,1,7.81327772788962,False,False,False,False,True,False,False,True,False
248.0957357396749,27.96227017765902,1,1,4.908686285646331,True,False,False,False,False,False,True,False,False
482.9534580991933,25.866001649617974,1,1,5.989527815567521,False,False,False,False,True,False,False,True,False
661.2853714034245,31.031581733568174,0,1,4.697999092019332,True,False,False,False,False,False,False,False,True
939.5339595884074,28.83474666887445,0,1,6.275253584145476,False,True,False,False,False,False,False,False,True
238.5698339846199,33.12049595868682,0,0,1.4994654785576735,False,False,False,False,False,True,False,True,False
